purl,name,ecosystem,bucket,situation,eol_direct,dead_transitive_count,remediation,alternative_purl,remediation_notes,remediation_source,llm_confidence,dependent_repos,top1_dependent,code_loc,complexity,has_native,unpatched_advisories,repository_url
pkg:npm/constant-case,constant-case,npm,dormant,inlineable,0,0,vendor,,"At 1.5K lines, constant-case is trivial to inline—it's just string transformation with no runtime dependencies. Every dependent can copy the ~50 lines of actual logic and drop the dormant package entirely.",llm,0.88,156715,@iteam/config,1503,72,0,0,https://github.com/blakeembrey/change-case
pkg:npm/fecha,fecha,npm,unknown,broad,0,0,switch,pkg:npm/date-fns,"Fecha hasn't been maintained in 4 years but does a simple, well-solved job. Switch to actively maintained alternatives like date-fns or dayjs, or vendor the 500-line codebase into your project.",llm,0.85,155573,@raydium-io/raydium-sdk,524,0,0,0,https://github.com/taylorhakes/fecha
pkg:npm/property-expr,property-expr,npm,unknown,few-large,0,0,vendor,,One package (json-ref-lite) accounts for 73% of usage; this 494-LOC utility with no dependencies is small enough for those major dependents to vendor rather than maintain as an external dependency.,llm,0.85,155556,json-ref-lite,494,13,0,0,https://github.com/jquense/expr
pkg:npm/change-case,change-case,npm,dormant,broad,0,0,vendor,,"With 155K dependent repos relying on unmaintained code, individual projects should vendor the specific case functions they use—the code is simple, self-contained, and typically only 1-2 functions per consumer.",llm,0.85,155328,,1503,72,0,0,https://github.com/blakeembrey/change-case
pkg:npm/sentence-case,sentence-case,npm,dormant,few-large,0,0,switch,,Dormant for 590 days but code is stable and focused on string case transformation. The Mediatool ecosystem accounts for 44% of usage; migration would require coordination among major dependents. Code is small enough (1.5K LoC) to inline if needed.,llm,0.75,155019,@mediatool/mt-integrations,1503,72,0,0,https://github.com/blakeembrey/change-case
pkg:npm/json-bigint,json-bigint,npm,dead,broad,0,0,accept,,"Small, focused package with stable semantics and low attack surface. Pinning the version indefinitely is reasonable; consider native BigInt + custom parsing for new code.",llm,0.78,154682,dogapi,443,100,0,0,https://github.com/sidorares/json-bigint
pkg:npm/jscodeshift,jscodeshift,npm,dormant,broad,0,1,accept,,"Mature, specialized toolkit for running codemods; stable despite minimal maintenance. Pin versions and monitor advisories. Larger organizations should fork if they need enhancements.",llm,0.8,154569,,3892,310,0,0,https://github.com/facebook/jscodeshift
pkg:npm/path-case,path-case,npm,dormant,broad,0,0,vendor,,This small string formatter (1.5k LOC) is dormant but stable and self-contained. Dependents should copy the code into their projects; the logic is straightforward enough that local maintenance beats external dependency risk.,llm,0.8,153305,@batbayar/superset-plugin-chart-hello-world,1503,72,0,0,https://github.com/blakeembrey/change-case
pkg:npm/cachedir,cachedir,npm,unknown,inlineable,0,0,vendor,,"176 lines with zero dependencies. Each project should vendor the code directly, or pin and accept minimal risk—OS cache directory paths are stable and unlikely to change.",llm,0.95,152551,@ryansonshine/commitizen,176,7,0,0,https://github.com/linusu/node-cachedir
pkg:npm/micromark,micromark,npm,dormant,kitchen-sink,0,0,accept,,"Micromark is a stable, well-tested CommonMark parser with zero active bugs. It powers major GFM and MDX extension packages (280M+ combined downloads). Dependents should pin the version and monitor security advisories; fork if critical vulnerabilities emerge.",llm,0.72,151327,micromark-extension-gfm,22350,715,0,0,https://github.com/micromark/micromark
pkg:npm/gaxios,gaxios,npm,dead,few-large,1,0,accept,,"Archived due to consolidation into google-cloud-node, not abandonment. Marked Stable with no breaking-change risk. Pin the version; migration burden is low for the small tail of external dependents.",llm,0.9,150668,gcs-resumable-upload,508733,97802,0,0,https://github.com/googleapis/google-cloud-node-core
pkg:npm/parse-ms,parse-ms,npm,unknown,few-large,0,0,vendor,,"At 370 LOC with no dependencies, this is trivial to inline. The major dependents should vendor it rather than coordinate a fork or wait for maintenance.",llm,0.85,149039,videojs-record,370,6,0,0,https://github.com/sindresorhus/parse-ms
pkg:npm/is-reference,is-reference,npm,unknown,broad,0,0,accept,,Tiny utility proven stable over 18 months with no maintenance needed. Safe to pin and forget; vendoring is a low-friction option if dependents prefer inlining.,llm,0.75,148139,rollup-plugin-commonjs,27,7,0,0,https://github.com/rich-harris/is-reference
pkg:npm/jwt-decode,jwt-decode,npm,dormant,inlineable,0,0,vendor,,"JWT-decode is 179 lines of base64url decoding and JSON parsing with no runtime dependencies. Small enough to inline; each dependent should copy the code into their codebase and own it, especially since JWT format is stable.",llm,0.84,143489,,179,16,0,0,https://github.com/auth0/jwt-decode
pkg:npm/kuler,kuler,npm,unknown,inlineable,0,0,vendor,,Kuler is 64 lines with zero dependencies—the hex-to-ANSI conversion is straightforward enough to vendor into projects rather than maintain an external dependency.,llm,0.9,141288,castor-core,134,3,0,0,https://github.com/3rd-eden/kuler
pkg:npm/enabled,enabled,npm,unknown,inlineable,0,0,vendor,,"At 154 lines with zero dependencies and last updated 7.5 years ago, this simple namespace pattern-matching utility should be copied into consuming projects rather than maintained as a separate dependency.",llm,0.9,141086,storage-engine,154,5,0,0,https://github.com/3rd-eden/enabled
pkg:npm/colorspace,colorspace,npm,dormant,broad,0,0,accept,,"Distributed across 141K repos with no dominant dependent. The simple, stable implementation (114 LOC) and lack of maintained alternatives make acceptance with version pinning a low-risk strategy.",llm,0.85,141082,dl-commons,114,3,0,0,https://github.com/3rd-eden/colorspace
pkg:npm/redis-parser,redis-parser,npm,unknown,few-large,0,1,accept,,"@node-redis/client (446k downloads, 73% of usage) is actively maintained and controls redis-parser versioning. Projects depending transitively through it should pin versions and monitor updates. Direct dependents could alternatively vendor the 370-line parser code.",llm,0.8,139495,@node-redis/client,370,71,0,0,https://github.com/noderedis/node-redis-parser
pkg:npm/text-hex,text-hex,npm,unknown,inlineable,0,0,vendor,,Copy this 83-line implementation directly into your project and drop the unmaintained dependency. colorspace and other dependents should vendor the code rather than rely on external maintenance.,llm,0.8,138711,colorspace,83,1,0,0,https://github.com/3rd-eden/text-hex
pkg:npm/one-time,one-time,npm,unknown,inlineable,0,0,vendor,,Only 230 LOC: a simple wrapper to call a function exactly once. Dependents should copy the few lines they use rather than pin an unmaintained package. Top 5 packages can absorb it; others consolidate on those.,llm,0.8,138677,loads,230,2,0,0,https://github.com/3rd-eden/one-time
pkg:npm/http2-wrapper,http2-wrapper,npm,dormant,broad,0,0,switch,,"The maintainer recommends Node's native http2 module in the README. Dependents should plan to migrate to it when feasible, or pin the version and monitor transitive dependencies if migration isn't immediate.",llm,0.75,138437,@szmarczak/http-timer,7237,387,0,0,https://github.com/szmarczak/http2-wrapper
pkg:npm/resolve-alpn,resolve-alpn,npm,unknown,broad,0,0,accept,,Stable wrapper around Node.js native TLS ALPN negotiation. Zero dependencies; unmaintained 1.7 years but functionally complete. 138k dependents too scattered to coordinate. Pin the version and move on.,llm,0.85,138405,http2-wrapper,291,5,0,0,https://github.com/szmarczak/resolve-alpn
pkg:npm/logform,logform,npm,dormant,kitchen-sink,0,0,switch-piecemeal,,"logform packages 31 log formatters, but most dependents use only a subset. Individual formatting needs (colors, timestamps, JSON output) can be met by focused alternatives like chalk, date-fns, or native code.",llm,0.85,137657,winston-console-format,3057,84,0,0,https://github.com/winstonjs/logform
pkg:npm/title-case,title-case,npm,dormant,broad,0,0,vendor,,Vendor the source code directly—no runtime dependencies and small enough (1.5K LOC) to maintain locally while avoiding the advisory.,llm,0.82,137242,change-case-all,1503,72,0,0,https://github.com/blakeembrey/change-case
pkg:npm/jmespath,jmespath,npm,dormant,kitchen-sink,0,0,accept,,"Implements stable, externally-maintained spec. Pin the version and monitor for security issues; switching requires rewriting queries in different syntax.",llm,0.75,136508,@kushki/core,7428,313,0,0,https://github.com/jmespath/jmespath.js
pkg:npm/async-retry,async-retry,npm,dormant,inlineable,0,1,vendor,,"Dormant but stable—42 lines of code. Dependents should copy the retry logic directly into their projects and drop the dependency. Implement as a simple loop with exponential backoff, or extract to a shared utility module if used across multiple services.",llm,0.85,135879,,42,7,0,0,https://github.com/vercel/async-retry
pkg:npm/winston-transport,winston-transport,npm,dormant,broad,0,0,accept,,"This stable base class for winston transports has minimal code (1.3k LOC) and no active maintenance needs; 767 packages extend it to build their own transports. Pin versions and monitor for security updates—the risk is low given zero dead dependencies and a focused, unchanging API.",llm,0.8,135581,winston-daily-rotate-file,1335,74,0,0,https://github.com/winstonjs/winston-transport
pkg:npm/triple-beam,triple-beam,npm,unknown,few-large,0,0,accept,,"Tiny stable logging utility (301 LOC, no deps) where 87% of usage flows through winston-daily-rotate-file. Pin the version and monitor; minimal risk given the simplicity.",llm,0.92,135332,winston-daily-rotate-file,301,0,0,0,https://github.com/winstonjs/triple-beam
pkg:npm/header-case,header-case,npm,dormant,few-large,0,0,switch,,"89% of usage funnels through axios-case-converter. That project switching to a maintained case-conversion library (e.g., change-case) would cascade the fix downstream. Outstanding advisory requires addressing.",llm,0.85,133896,axios-case-converter,1503,72,0,0,https://github.com/blakeembrey/change-case
pkg:npm/d3-color,d3-color,npm,dead,broad,0,0,accept,,"Stable, zero-dependency utility with no active vulnerabilities. At 133k repos, ecosystem-scale switching is impractical; pin the version and accept the unmaintained status.",llm,0.9,133799,d3-interpolate,541,69,0,0,https://github.com/d3/d3-color
pkg:npm/d3-array,d3-array,npm,dormant,broad,0,0,accept,,"d3-array is stable, well-tested code that's part of the maintained D3 ecosystem. Dependents should pin the version and accept the dormancy risk, which is low for a library that solves a bounded problem with no active security issues.",llm,0.85,133435,d3-time,1249,402,0,0,https://github.com/d3/d3-array
pkg:npm/d3-interpolate,d3-interpolate,npm,unknown,broad,0,1,accept,,"Stable utility with a solved-problem charter, used by 133k repos. Pin the version; audit d3-color (the dead transitive) separately.",llm,0.75,133077,d3-scale,518,69,0,0,https://github.com/d3/d3-interpolate
pkg:npm/eastasianwidth,eastasianwidth,npm,dormant,broad,0,0,accept,,"Small, stable utility implementing a Unicode standard. Dormancy is expected for a complete package with no dependencies. Pin the version and monitor npm audit, but no active maintenance needed.",llm,0.8,130538,power-assert-util-string-width,477,165,0,0,https://github.com/komagata/eastasianwidth
pkg:npm/mdast-util-to-markdown,mdast-util-to-markdown,npm,dormant,broad,0,1,accept,,"This markdown AST-to-string utility is dormant but stable code with no maintained alternative in the ecosystem. Pin the version, monitor for security issues, and fork if critical bugs emerge.",llm,0.72,127959,mdast-util-gfm-table,1603,191,0,0,https://github.com/syntax-tree/mdast-util-to-markdown
pkg:npm/is-async-function,is-async-function,npm,dormant,inlineable,0,0,vendor,,Small and stable despite 460 days without release. Most projects can vendor the core logic or accept pinning the version indefinitely given no dead dependencies.,llm,0.85,127277,react-native-module-arge,484,12,0,0,https://github.com/inspect-js/is-async-function
pkg:npm/d3-path,d3-path,npm,unknown,inlineable,0,0,vendor,,"At 119 lines with no dependencies, this stable path-drawing utility is best maintained by consumers inlining its code rather than relying on an unmaintained external package.",llm,0.85,121167,d3-shape,119,25,0,0,https://github.com/d3/d3-path
pkg:npm/d3-shape,d3-shape,npm,dormant,broad,0,0,accept,,"Stable shape generation module with no drop-in replacement. Pin the version; the risk is low since it's pure mathematical logic without server, auth, or crypto components.",llm,0.8,121138,d3,1876,224,0,0,https://github.com/d3/d3-shape
pkg:npm/d3-time-format,d3-time-format,npm,unknown,broad,0,0,accept,,"Pin and accept. No drop-in replacement exists, and switching 120k dependents is impractical. The code is stable with no security concerns.",llm,0.85,120327,d3-scale,622,47,0,0,https://github.com/d3/d3-time-format
